,meter,source,statement,context,tags,TRUE,mostly-true,half-true,barely-true,FALSE,pants-fire
1080,FALSE,Facebook posts,NFL will fly a “‘Black Lives Matter’ flag under the American flag at games.”,a text post,"['Public Health', 'New York', 'Coronavirus', 'George Borrello']",1,0,0,0,0,0
1081,mostly-true,Beth Parlato,"Said New York Gov. Andrew Cuomo said that “with all the technology we have, we don't need actual classrooms.”",a video in a tweet,"['Education', 'Technology', 'New York', 'Beth Parlato']",0,1,0,0,0,0
1082,FALSE,Viral image,Wearing the Kente cloth “worn by affluent African slave traders” is “like honoring Jews by wearing swastikas.”,a Facebook post,"['Education', 'Technology', 'New York', 'Beth Parlato']",0,1,0,0,0,0
1083,TRUE,Sara Meaney,"“Since the week ending March 14, Wisconsin actually saw a drop in tourism spending compared to last year of $1.7 billion.”",a TV interview,"['Economy', 'Tourism', 'Wisconsin', 'Sara Meaney']",1,0,0,0,1,0
1084,FALSE,Facebook posts,Says photo shows that Chick-fil-A distributed “Back the Blue” T-shirts to employees in response to recent protests over police brutality.,a Facebook post,"['Economy', 'Tourism', 'Wisconsin', 'Sara Meaney']",1,0,0,0,1,0
1085,half-true,Facebook posts,The World Health Organization “now admits that asymptomatic transmission of COVID-19 is very rare.”,an image,"['Economy', 'Tourism', 'Wisconsin', 'Sara Meaney']",1,0,0,0,1,0
1086,fire,Viral image,“George Floyd at his own funeral and George Floyd three days ago.”,a Facebook post,"['Economy', 'Tourism', 'Wisconsin', 'Sara Meaney']",1,0,0,0,1,0
1087,TRUE,Planned Parenthood,"""If Roe is overturned, Wisconsin has a law on the books that would immediately make abortion a crime.”",news release,"['Health Care', 'Legal Issues', 'Wisconsin', 'Planned Parenthood']",4,0,1,1,0,1
1088,FALSE,Facebook posts,"""Hillary Clinton is on trial for Bengazi (sic) this week.”",a Facebook post,"['Health Care', 'Legal Issues', 'Wisconsin', 'Planned Parenthood']",4,0,1,1,0,1
1089,TRUE,Joe Biden,"“Today, the gap between African American and white homeownership is larger than it was in the late 1960s.”",a USA Today op-ed,"['Health Care', 'Legal Issues', 'Wisconsin', 'Planned Parenthood']",4,0,1,1,0,1
1090,FALSE,Viral image,"“Trump supporters tackled an Antifa thug, unmasked him, duct taped him to an electrical box.”",a Facebook post,"['Health Care', 'Legal Issues', 'Wisconsin', 'Planned Parenthood']",4,0,1,1,0,1
1091,FALSE,Facebook posts,“It wasn't a big deal when Bill Clinton held up the Bible in front of the same exact church (as Donald Trump).”,Facebook post,"['Health Care', 'Legal Issues', 'Wisconsin', 'Planned Parenthood']",4,0,1,1,0,1
1092,mostly-false,Viral image,Says a photograph shows U.S. soldiers sleeping on the ground after Washington D.C.’s mayor kicked them out of local hotels.,a Facebook post,"['Health Care', 'Legal Issues', 'Wisconsin', 'Planned Parenthood']",4,0,1,1,0,1
1093,fire,Facebook posts,“How many of you are aware that the female governor of Michigan is the niece of George Soros?”,a Facebook post,"['Health Care', 'Legal Issues', 'Wisconsin', 'Planned Parenthood']",4,0,1,1,0,1
1094,FALSE,Facebook posts,“More than 20 police officers are dead now because of the riots.”,a Facebook post,"['Health Care', 'Legal Issues', 'Wisconsin', 'Planned Parenthood']",4,0,1,1,0,1
1095,FALSE,Donald Trump,"""Buffalo protester shoved by Police could be an ANTIFA provocateur. 75 year old Martin Gugino was pushed away after appearing to scan police communications in order to black out the equipment ... Was aiming scanner. Could be a set up?""",a tweet,"['Health Care', 'Legal Issues', 'Wisconsin', 'Planned Parenthood']",4,0,1,1,0,1
1096,FALSE,Viral image,"A man’s injuries from falling after police officers shoved him in Buffalo, N.Y. were staged.",a Facebook post,"['Health Care', 'Legal Issues', 'Wisconsin', 'Planned Parenthood']",4,0,1,1,0,1
1097,FALSE,Facebook posts,"Says Donald Trump won the Ellis Island award for ""patriotism, tolerance, brotherhood and diversity” alongside Muhammad Ali and Rosa Parks.",a Facebook post,"['Health Care', 'Legal Issues', 'Wisconsin', 'Planned Parenthood']",4,0,1,1,0,1
1098,FALSE,Facebook posts,Videos show President Donald Trump saying “I can’t breathe.”,Facebook videos,"['Health Care', 'Legal Issues', 'Wisconsin', 'Planned Parenthood']",4,0,1,1,0,1
1099,FALSE,Facebook posts,Donald Trump “cancelled Bill Gates project known as ID2020.”,a Facebook post,"['Health Care', 'Legal Issues', 'Wisconsin', 'Planned Parenthood']",4,0,1,1,0,1
1100,mostly-false,J. Christian Adams,"In voting by mail, “hundreds of thousands of ballots have been rejected for defects and millions more end up missing or in landfills.”",a House judiciary hearing,"['Elections', 'Coronavirus', 'J. Christian Adams']",0,0,0,1,0,0
1101,FALSE,Donald Trump,"Says Joe Biden wants to ""defund the police.""",a tweet,"['Elections', 'Coronavirus', 'J. Christian Adams']",0,0,0,1,0,0
1102,FALSE,Facebook posts,“These ‘peaceful’ protesters burned these horses to death.”,a Facebook post,"['Elections', 'Coronavirus', 'J. Christian Adams']",0,0,0,1,0,0
1103,FALSE,Facebook posts,“The 9/11 Memorial in NYC was just defaced with graffiti.”,a Facebook post,"['Elections', 'Coronavirus', 'J. Christian Adams']",0,0,0,1,0,0
1104,FALSE,Viral image,A photo shows “the Lincoln Memorial. His head damaged and defaced.”,a Facebook post,"['Elections', 'Coronavirus', 'J. Christian Adams']",0,0,0,1,0,0
1105,fire,William Barr,“There were not chemical irritants” used to clear a crowd. Pepper balls are “not a chemical irritant.”,an interview on CBS News' Face the Nation,"['Elections', 'Coronavirus', 'J. Christian Adams']",0,0,0,1,0,0
1106,mostly-false,Dan Patrick,"Says a new law adopted in Texas means property tax bills “are no longer really dependent on your values, it is on (local government) revenue growth.”",an interview,"['Elections', 'Coronavirus', 'J. Christian Adams']",0,0,0,1,0,0
1107,TRUE,Glenn Grothman,“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”,news release,"['Elections', 'Coronavirus', 'J. Christian Adams']",0,0,0,1,0,0
1108,mostly-false,Facebook posts,"“A declaration of disaster, has been issued for the state of Texas. House Bill 1177 Allows any Texan who can legally own a firearm to carry their handgun, open or concealed, for a full week after a state or natural disaster is declared.”",a Facebook post,"['Elections', 'Coronavirus', 'J. Christian Adams']",0,0,0,1,0,0
1109,FALSE,Chain message,Text from someone “connected” to Raleigh police: “antifa may be heading into the wealthy neighborhoods tonight to take what should be theirs.”,a text,"['Fake news', 'North Carolina', 'Chain message']",0,0,0,0,6,0
1110,FALSE,Viral image,"The man pictured in a mugshot is not Derek Chauvin, the officer who was recorded kneeling on George Floyd’s neck.",a Facebook post,"['Fake news', 'North Carolina', 'Chain message']",0,0,0,0,6,0
1111,FALSE,Viral image,“Trump’s star on the Hollywood Walk of Fame has been destroyed.”,a Facebook post,"['Fake news', 'North Carolina', 'Chain message']",0,0,0,0,6,0
1112,mostly-false,Larry Elder,"""Last year, there were nine unarmed black people killed (by law enforcement). Nineteen unarmed white people.”",a Fox News appearance,"['Criminal Justice', 'Crime', 'Race and Ethnicity', 'Public Safety', 'Larry Elder']",0,0,0,2,3,0
1113,FALSE,Viral image,“She’s just casually carrying a body with 1 hand..? Sure.. More evidence of coronavirus being a complete hoax with props & street theater.”,a Facebook post,"['Criminal Justice', 'Crime', 'Race and Ethnicity', 'Public Safety', 'Larry Elder']",0,0,0,2,3,0
1114,half-true,Tweets,"Says police officers in Austin, Texas, have been “authorized to use LIVE ROUNDS, and lethal force” against protesters.",a tweet,"['Criminal Justice', 'Crime', 'Race and Ethnicity', 'Public Safety', 'Larry Elder']",0,0,0,2,3,0
1115,FALSE,Facebook posts,“This man who was kicked and stomped” was killed by an “antifa murderer.”,a Facebook post,"['Criminal Justice', 'Crime', 'Race and Ethnicity', 'Public Safety', 'Larry Elder']",0,0,0,2,3,0
1116,FALSE,Facebook posts,Says a photo shows a memorial vandalized by Black Lives Matter protesters.,an image,"['Criminal Justice', 'Crime', 'Race and Ethnicity', 'Public Safety', 'Larry Elder']",0,0,0,2,3,0
1117,fire,Donald Trump,Says he’s the one who gave the nickname “Mad Dog” to former Defense Secretary James Mattis.,a tweet,"['Criminal Justice', 'Crime', 'Race and Ethnicity', 'Public Safety', 'Larry Elder']",0,0,0,2,3,0
1118,mostly-false,Facebook posts,"“The CEO of the company that owns Wendy’s, Taco Bell, and Pizza Hut donated $400,000 towards Trump’s re-election campaign.”",post on Facebook,"['Criminal Justice', 'Crime', 'Race and Ethnicity', 'Public Safety', 'Larry Elder']",0,0,0,2,3,0
1119,mostly-false,Kayleigh McEnany,“No tear gas was used and no rubber bullets were used.”,a White House press briefing,"['Criminal Justice', 'Crime', 'Race and Ethnicity', 'Public Safety', 'Larry Elder']",0,0,0,2,3,0
1120,FALSE,Tim Murtaugh,“You see suicide rates are skyrocketing now…”,a radio interview.,"['Economy', 'Public Health', 'Coronavirus', 'Virginia', 'Tim Murtaugh']",0,0,0,0,1,0
1121,mostly-true,Kamala Harris,Says the Obama administration was doing pattern-or-practice investigations of discrimination by police departments and “Donald Trump came in with Jeff Sessions and undid those.”,a CNN interview,"['Economy', 'Public Health', 'Coronavirus', 'Virginia', 'Tim Murtaugh']",0,0,0,0,1,0
1122,FALSE,Viral image,Photos show cemeteries and war memorials damaged during George Floyd demonstrations.,a Facebook post,"['Economy', 'Public Health', 'Coronavirus', 'Virginia', 'Tim Murtaugh']",0,0,0,0,1,0
1123,half-true,TikTok posts,Data show that more white people than black people are shot and killed by police.,a video,"['Economy', 'Public Health', 'Coronavirus', 'Virginia', 'Tim Murtaugh']",0,0,0,0,1,0
1124,FALSE,Viral image,"Says George Soros said, “I’m going to bring down the United States by funding Black Hate groups. We’ll put them into a mental trap and make them blame white people. The Black community is the easiest to manipulate.”",a Facebook post,"['Economy', 'Public Health', 'Coronavirus', 'Virginia', 'Tim Murtaugh']",0,0,0,0,1,0
1125,FALSE,Facebook posts,Says Joe Biden’s presidential campaign donated $20 million to bail out protesters.,a Facebook post,"['Economy', 'Public Health', 'Coronavirus', 'Virginia', 'Tim Murtaugh']",0,0,0,0,1,0
1126,mostly-false,Bloggers,"“Piles of bricks are being staged in cities around the country, indicating riots are planned.”",a Law Enforcement Today article,"['Economy', 'Public Health', 'Coronavirus', 'Virginia', 'Tim Murtaugh']",0,0,0,0,1,0
1127,fire,Bloggers,"“White busses marked ‘Soros Riot Dance Squad’ spotted in Michigan: It’s official, the riots are staged.”",a blog post,"['Economy', 'Public Health', 'Coronavirus', 'Virginia', 'Tim Murtaugh']",0,0,0,0,1,0
1128,FALSE,Facebook posts,"“According to the CDC, so far this year, Florida has had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.”",a Facebook post,"['Economy', 'Public Health', 'Coronavirus', 'Virginia', 'Tim Murtaugh']",0,0,0,0,1,0
1129,FALSE,Facebook posts,"Says Donald Trump got “exposed for raping a 13-year-old"" in retaliation for law enforcement officers “killing black people.”",a Facebook post,"['Economy', 'Public Health', 'Coronavirus', 'Virginia', 'Tim Murtaugh']",0,0,0,0,1,0
1130,FALSE,Facebook posts,"If protesters blocking the road “start banging on your windows, threatening you and trying to get in your vehicle,” it is legal to “hit the gas and plow through them.”",a Facebook post,"['Economy', 'Public Health', 'Coronavirus', 'Virginia', 'Tim Murtaugh']",0,0,0,0,1,0
1131,fire,Facebook posts,Says “a rioter accidentally dropped” a riot manual with detailed instructions.,a Facebook post,"['Economy', 'Public Health', 'Coronavirus', 'Virginia', 'Tim Murtaugh']",0,0,0,0,1,0
1132,FALSE,Viral image,A photo shows Adolf Hitler holding a Bible like Donald Trump.,a Facebook post,"['Economy', 'Public Health', 'Coronavirus', 'Virginia', 'Tim Murtaugh']",0,0,0,0,1,0
1133,FALSE,Erin Burnett,"If President Trump decides to deploy the U.S. military domestically, he would be “mobilizing U.S. military troops on American soil for the first time since 1807.”",remarks on her CNN show,"['Homeland Security', 'Legal Issues', 'Military', 'PunditFact', 'Erin Burnett']",0,0,0,0,1,0
1134,fire,Viral image,Zoo animals were released during protests in Chicago.,a Facebook post,"['Homeland Security', 'Legal Issues', 'Military', 'PunditFact', 'Erin Burnett']",0,0,0,0,1,0
1135,FALSE,Facebook posts,Video shows Seattle police in uniform “vandalizing” a building “to frame protesters.”,a Facebook post,"['Homeland Security', 'Legal Issues', 'Military', 'PunditFact', 'Erin Burnett']",0,0,0,0,1,0
1136,fire,Facebook posts,Says President Trump tweeted that he spoke with George Floyd’s family and said they were “honored” to hear from him.,a Facebook post,"['Homeland Security', 'Legal Issues', 'Military', 'PunditFact', 'Erin Burnett']",0,0,0,0,1,0
1137,FALSE,Viral image,“Rocks being dropped off in cages in LA for rioters. Compliments of George Soros.”,a Facebook post,"['Homeland Security', 'Legal Issues', 'Military', 'PunditFact', 'Erin Burnett']",0,0,0,0,1,0
1138,FALSE,Tweets,"Says officials in Washington, D.C., are “jamming all communications.”",a hashtag,"['Homeland Security', 'Legal Issues', 'Military', 'PunditFact', 'Erin Burnett']",0,0,0,0,1,0
1139,FALSE,Facebook posts,BLM Fresno riots will begin at 4 p.m. in River Park on 06/02/20,a Facebook post,"['Homeland Security', 'Legal Issues', 'Military', 'PunditFact', 'Erin Burnett']",0,0,0,0,1,0
1140,mostly-false,Bloggers,Says Nancy Pelosi tried “once again” to include abortion funding in the latest coronavirus bill.,a story,"['Homeland Security', 'Legal Issues', 'Military', 'PunditFact', 'Erin Burnett']",0,0,0,0,1,0
1141,mostly-false,Scott Manley,"“The new Dane County lockdown policy… (has) effectively killed Badger football, hockey, and basketball for 2020.”",a tweet,"['Sports', 'Wisconsin', 'Coronavirus', 'Scott Manley']",0,0,0,1,0,0
1142,FALSE,Facebook posts,“Antifa is warning that tonight they're moving out of the cities - and into residential areas to 'take what's ours.'”,an image,"['Sports', 'Wisconsin', 'Coronavirus', 'Scott Manley']",0,0,0,1,0,0
1143,fire,Bloggers,Says ex-Minneapolis officer accused of killing George Floyd commits suicide in prison cell.,a story,"['Sports', 'Wisconsin', 'Coronavirus', 'Scott Manley']",0,0,0,1,0,0
1144,TRUE,Darren Jackson,“Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.”,a tweet,"['Public Health', 'North Carolina', 'Coronavirus', 'Darren Jackson']",1,1,0,0,0,0
1145,fire,Donald Trump,"During protests outside the White House, Mayor Muriel Bowser ""wouldn't let the D.C. Police get involved.""",a tweet,"['Public Health', 'North Carolina', 'Coronavirus', 'Darren Jackson']",1,1,0,0,0,0
1146,FALSE,Viral image,George Floyd’s death and the ensuing protests were planned to introduce martial law and “purge” the United States.,a Facebook post,"['Public Health', 'North Carolina', 'Coronavirus', 'Darren Jackson']",1,1,0,0,0,0
1147,mostly-true,Joe Biden,Says President Donald Trump “took more than a month to allocate Congress’ emergency funding to tribes — and only did so after tribes sued.”,a statement,"['Public Health', 'North Carolina', 'Coronavirus', 'Darren Jackson']",1,1,0,0,0,0
1148,FALSE,Joe Biden,“The NAACP has endorsed me every time I've run.”,an interview on The Breakfast Club radio show,"['Public Health', 'North Carolina', 'Coronavirus', 'Darren Jackson']",1,1,0,0,0,0
1149,FALSE,Candace Owens,"Says George Soros is ""funding the chaos"" in Minneapolis via his Open Society Foundations.",a Tweet,"['Public Health', 'North Carolina', 'Coronavirus', 'Darren Jackson']",1,1,0,0,0,0
1150,mostly-true,Roy Cooper,"“With retail, people are moving around and you don’t have as much a chance to spread the virus (as you do) when people are sitting or standing indoors” for long periods of time.",a press conference,"['Public Health', 'North Carolina', 'Coronavirus', 'Darren Jackson']",1,1,0,0,0,0
1151,half-true,Tammy Baldwin,"""The Trump Administration is trying to take food assistance away from Wisconsin families when people are out of work and struggling.""",a tweet,"['Public Health', 'North Carolina', 'Coronavirus', 'Darren Jackson']",1,1,0,0,0,0
1152,FALSE,Viral image,Protesters “broke into the White House.”,a Facebook post,"['Public Health', 'North Carolina', 'Coronavirus', 'Darren Jackson']",1,1,0,0,0,0
1153,mostly-false,Brian Fitzpatrick,"“For the World Health Organization, the international entity whose sole responsibility it is to alert the world of global pandemics like this, to miss this, is a huge problem.”",a radio interview,"['National', 'Coronavirus', 'Pennsylvania', 'Brian Fitzpatrick']",0,0,1,1,0,0
1154,mostly-true,Facebook posts,Says researchers found a “fabric that kills coronaviruses”,a Facebook post,"['National', 'Coronavirus', 'Pennsylvania', 'Brian Fitzpatrick']",0,0,1,1,0,0
1155,FALSE,Facebook posts,Michigan governor reopened Traverse City “so she could have her daughter's open house.”,a Facebook post,"['National', 'Coronavirus', 'Pennsylvania', 'Brian Fitzpatrick']",0,0,1,1,0,0
1156,mostly-false,Viral image,"Says an image of armed anti-lockdown protesters and an image of unarmed Minneapolis protesters being tear gassed were taken in the “same state, same month.”",a Facebook post,"['National', 'Coronavirus', 'Pennsylvania', 'Brian Fitzpatrick']",0,0,1,1,0,0
1157,mostly-true,Kim Reynolds,Iowa has “the highest high-school graduation rate in the country.”,the Condition of the State address,"['National', 'Coronavirus', 'Pennsylvania', 'Brian Fitzpatrick']",0,0,1,1,0,0
1158,fire,Facebook posts,"The death of George Floyd was a ""staged event.""",a post,"['National', 'Coronavirus', 'Pennsylvania', 'Brian Fitzpatrick']",0,0,1,1,0,0
1159,FALSE,Facebook posts,"Says Ohio Gov. Mike DeWine released 4,300 prisoners and is now warning residents of a possible crime wave.",a Facebook post,"['National', 'Coronavirus', 'Pennsylvania', 'Brian Fitzpatrick']",0,0,1,1,0,0
1160,half-true,Facebook posts,"Says the Republican Party started in Ripon, Wis., “to counter the Democrats’ plans to expand slavery.”",a Facebook post,"['National', 'Coronavirus', 'Pennsylvania', 'Brian Fitzpatrick']",0,0,1,1,0,0
1161,full-flop,Ron Johnson,On keeping inspectors general independent of the president,various statements,"['National', 'Coronavirus', 'Pennsylvania', 'Brian Fitzpatrick']",0,0,1,1,0,0
1162,mostly-false,Priorities USA Action,"Says President Donald Trump is trying to make $451 billion in Medicare cuts ""in the middle of a deadly pandemic.""",in a TV and digital ad,"['National', 'Coronavirus', 'Pennsylvania', 'Brian Fitzpatrick']",0,0,1,1,0,0
1163,mostly-false,Joe Kernen,"“We’re down near the low end of per capita deaths ... Most places are at 60 deaths per 100,000. We're at 29.”","an episode of CNBC's ""Squawk Box""","['Public Health', 'Pundits', 'PunditFact', 'Coronavirus', 'Joe Kernen']",0,0,0,1,0,0
1164,FALSE,Social Media,Video shows Joe Biden stuttering after being asked about touching women “without their permission” on The View.,Tweet,"['Public Health', 'Pundits', 'PunditFact', 'Coronavirus', 'Joe Kernen']",0,0,0,1,0,0
1165,FALSE,Facebook posts,“This is what Bill Gates and George Soros want to do… secretly stick you with a chip while testing you for the coronavirus... the Dems have a bill on the House floor ready to vote on it to require this.”,a Facebook post,"['Public Health', 'Pundits', 'PunditFact', 'Coronavirus', 'Joe Kernen']",0,0,0,1,0,0
1166,mostly-true,Theresa Greenfield,“I’ve taken a pledge not to take one dime of corporate PAC donations.”,a debate,"['Public Health', 'Pundits', 'PunditFact', 'Coronavirus', 'Joe Kernen']",0,0,0,1,0,0
1167,mostly-false,Tom Tiffany,"Says the state “health secretary says don't go to hospitals or clinics, now the tourism secretary says don't recreate.”",,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1168,FALSE,Facebook posts,“This is 76 year old senile Joe Biden!!! That is a 15 year old girl with whom he’s making out!!!”,a Facebook post,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1169,FALSE,Facebook posts,"Italy “went against the WHO's ‘law’” against COVID-19 autopsies and “discovered covid is not a virus, but a bacterium” that “clots the blood and reduces the oxygen saturation.”",a Facebook post,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1170,mostly-false,Vicky Hartzler,"""Right now, China controls 80% of all ingredients and raw materials going into our generic prescription drugs.""",a letter to the president,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1171,half-true,Donald Trump,"“Cases, numbers and deaths (of COVID-19) are going down all over the Country!”",a tweet,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1172,FALSE,Facebook posts,A photo shows ex-Minneapolis police officer Derek Chauvin wearing a “Make Whites Great Again Hat.”,a Facebook post,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1173,fire,Donald Trump,“Twitter is completely stifling FREE SPEECH” by adding a fact-check label to Trump’s tweet.,a tweet,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1174,FALSE,Viral image,A photo shows Donald Trump with “Derek Chauvin - the cop who killed George Floyd.”,a tweet,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1175,fire,Facebook posts,The flu didn't kill any Americans this year.,a Facebook post,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1176,FALSE,Viral image,A photo shows three men on crosses who “feel like they’re being crucified by being required to stay at home.”,a Facebook post,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1177,FALSE,Facebook posts,"Says Michigan Gov. Gretchen Whitmer’s family spent May 20 at her second home, breaking her own stay-at-home orders.",an image,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1178,FALSE,Viral image,"“The woman in this photograph is Margaret Sanger, founder of Planned Parenthood, meeting with the Ku Klux Klan in 1926, Silver Lake, New Jersey.”",a Facebook post,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1179,FALSE,Viral image,A photo shows Gov. Gretchen Whitmer “on Mackinaw Island today ignoring mask and social distancing rules.”,a Facebook post,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1180,mostly-false,Facebook posts,"Nancy Pelosi said ""Congress shall not vote remotely because it is not secure!"" while also saying that “Americans should all vote for president by mail!”",a Facebook post,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1181,fire,Donald Trump,"“[U.S. Rep. Conor Lamb] said he would NOT vote for [Nancy Pelosi] for Speaker, and did.”",a tweet,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1182,fire,Donald Trump,"California Gov. Gavin Newsom “is sending Ballots to millions of people, anyone living in the state, no matter who they are or how they got there, will get one"" and the election is ""Rigged.""",a tweet,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1183,FALSE,Facebook posts,Texas and Florida have a “balanced budget” while California is “in debt $54 billion and New York is “in debt $6.1 billion.”,a Facebook post,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1184,FALSE,Facebook posts,Ron Howard wrote a Facebook post about being a liberal.,a Facebook post,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1185,fire,Donald Trump,There are “many unanswered and obvious questions” about the 2001 death of a staff member of Joe Scarborough.,a tweet,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1186,FALSE,Bloggers,"""Joe Biden tells voters he's 'going to beat Joe Biden.'""",a headline,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1187,mostly-false,Facebook posts,"Amid the COVID-19 outbreak, “Minnesota now has the highest unemployment rate in U.S. history.”",a Facebook post,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1188,mostly-true,Facebook posts,"""Hidden in the CARES Act was an obscure $135 billion tax break for 43,000 millionaires.""",on social media,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1189,mostly-false,Joe Biden,“40% of the initial small business funds didn’t go to small businesses at all.”,a virtual town hall,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1190,fire,Facebook posts,Trump re-signed 1952 law “making Muslamic law illegal”,a Facebook post,"['Health Care', 'States', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",0,1,0,1,0,1
1191,mostly-false,Janel Brandtjen,“Children don’t seem to be getting this virus”,Facebook post,"['Public Health', 'Wisconsin', 'Coronavirus', 'Janel Brandtjen']",0,0,0,1,1,0
1192,FALSE,Facebook posts,"“While California is dying … Gavin (Newsom) is vacationing in Stevensville, MT!”",a Facebook post,"['Public Health', 'Wisconsin', 'Coronavirus', 'Janel Brandtjen']",0,0,0,1,1,0
1193,FALSE,Facebook posts,“The COVID-19 future vaccine will come with the ID — a mark. The ID tells everyone you are free of COVID.”,a Facebook post,"['Public Health', 'Wisconsin', 'Coronavirus', 'Janel Brandtjen']",0,0,0,1,1,0
1194,mostly-true,Donald Trump,"""Under three years of my administration, net farm income has already gone up nearly 50%.""",remarks at a public event in Des Moines,"['Public Health', 'Wisconsin', 'Coronavirus', 'Janel Brandtjen']",0,0,0,1,1,0
1195,FALSE,Facebook posts,"Says if you're refused service at a store for not wearing a mask “call the department of health and report the store. Masks are suggested, not required.”",a Facebook post,"['Public Health', 'Wisconsin', 'Coronavirus', 'Janel Brandtjen']",0,0,0,1,1,0
1196,fire,Bloggers,“The House Democrats snuck a provision into their $3 trillion bailout bill today that would keep the house in recess until July 21.”,a Facebook post,"['Public Health', 'Wisconsin', 'Coronavirus', 'Janel Brandtjen']",0,0,0,1,1,0
1197,FALSE,Bloggers,“Italian Parliament Calls For The Arrest of Bill Gates”,a Facebook post,"['Public Health', 'Wisconsin', 'Coronavirus', 'Janel Brandtjen']",0,0,0,1,1,0
1198,mostly-true,Viral image,A long list shows “new CDC guidelines for reopening schools.”,a Facebook post,"['Public Health', 'Wisconsin', 'Coronavirus', 'Janel Brandtjen']",0,0,0,1,1,0
1199,mostly-true,Chris Taylor,“Getting access to a gun in America is easier than adopting a dog or registering to vote.”,news release,"['Legal Issues', 'Guns', 'Wisconsin', 'Chris Taylor']",3,3,0,2,0,0
1200,half-true,Iowa Democratic Party,"Says Joni Ernst ""claims she ‘pushed for’ new funding for hospitals and COVID-19 testing after opposing It for weeks.”",an online statement,"['Federal Budget', 'Health Care', 'Public Health', 'Iowa', 'Coronavirus', 'Iowa Democratic Party']",0,0,1,0,0,0
1201,half-true,Joe Biden,"The U.S. had 44 CDC staffers “in China to observe what was going on. (President Trump) brought home the vast majority of them, I think left only four in place.”",an interview on MSNBC,"['Federal Budget', 'Health Care', 'Public Health', 'Iowa', 'Coronavirus', 'Iowa Democratic Party']",0,0,1,0,0,0
1202,FALSE,Facebook posts,"Says it was ""a crime for Nixon to wiretap the Democrats at Watergate but OK for Obama to wiretap Republicans at Trump Tower.”",a Facebook post,"['Federal Budget', 'Health Care', 'Public Health', 'Iowa', 'Coronavirus', 'Iowa Democratic Party']",0,0,1,0,0,0
1203,fire,Viral image,"“If you have had a flu shot in the last 3-5 years, you will probably test positive” for COVID-19.",a Facebook post,"['Federal Budget', 'Health Care', 'Public Health', 'Iowa', 'Coronavirus', 'Iowa Democratic Party']",0,0,1,0,0,0
1204,fire,Viral image,A photo shows Donald Trump Jr. and Eric Trump.,a Facebook post,"['Federal Budget', 'Health Care', 'Public Health', 'Iowa', 'Coronavirus', 'Iowa Democratic Party']",0,0,1,0,0,0
1205,half-true,Amy Klobuchar,“80% of the people” want the option of vote by mail,a tweet,"['Elections', 'Coronavirus', 'Amy Klobuchar']",5,7,4,1,1,0
